scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0535,f18_BtoA_10,A family member has taken over my parent's affairs and will not explain anything. I do not know what to do next.,Wills & Trusts,Elder Abuse,Wills & Trusts,Conservatorship/Guardianship,The issue is legal authority to arrange care for a parent with dementia.,The issue is legal authority to arrange care for a parent with dementia.,whether the need is authority to act or suspected exploitation,Wills & Trusts,Elder Abuse,A supposed friend isolated my parent and is selling property for their own benefit.,A supposed friend isolated my parent and is selling property for their own benefit.,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0233,f08_BtoA_08,I was injured while completing a task and need to know whether I can sue. What are my options?,General Litigation,Personal Injury,Workers' Comp,State,The injury occurred during my scheduled shift for my employer.,The injury occurred during my scheduled shift for my employer.,"employment status, whether the caller was on duty, and who caused the injury",General Litigation,Personal Injury,"A separate company's careless driver injured me, and my employer did not cause it.","A separate company's careless driver injured me, and my employer did not cause it.",work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
x0229,f08_BtoA_04,I was injured while completing a task and need to know whether I can sue.,General Litigation,Personal Injury,Workers' Comp,State,The injury occurred during my scheduled shift for my employer.,The injury occurred during my scheduled shift for my employer.,"employment status, whether the caller was on duty, and who caused the injury",General Litigation,Personal Injury,"A separate company's careless driver injured me, and my employer did not cause it.","A separate company's careless driver injured me, and my employer did not cause it.",work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
legacy_076,legacy_p06_BtoA_06,I’m struggling to collect money someone owes me from a job I did.,Debtor/Creditor,General (Creditor),Consumer Law,General,The client claims I used the wrong materials and they shouldn’t have to pay.,"They said I used the wrong paint, and that means they don’t have to pay me.",reason for withholding payment,Debtor/Creditor,General (Creditor),The clarifying answer confirms the original Debtor/Creditor issue and does not add the fact that would support Consumer Law.,"No. My issue is the original Debtor/Creditor matter, not the alternative described.",debtor_vs_creditor,BtoA,legacy_200_snapshot,,p06_BtoA_06,false,,false,legacy_candidate_needs_revalidation
x0489,f17_AtoB_09,I need help establishing my legal rights concerning a young child. I do not know what to do next.,Family Law,Paternity,Family Law,Child Custody/Visitation,I am on the birth certificate and only need a parenting-time order.,I am on the birth certificate and only need a parenting-time order.,whether parentage is legally established and whether custody is disputed,Family Law,Paternity,"Parentage has never been legally established, and that must happen first.","Parentage has never been legally established, and that must happen first.",paternity_vs_custody,AtoB,expanded_workbook_grounded,23;38;51,,true,,false,synthetic_candidate_needs_human_validation
x0627,f21_BtoA_12,A contractor owes me money for repairs and I may need to file a claim myself. I do not know what to do next.,Consumer Law,Small Claims Advice,Real Property,Construction/Contractors,"The contractor's bond, licensing, and multiple subcontractors are involved.","The contractor's bond, licensing, and multiple subcontractors are involved.","amount, desired court, liens, licensing, and complexity",Consumer Law,Small Claims Advice,"The only claim is for a small amount within the small-claims limit, and I want filing guidance.","The only claim is for a small amount within the small-claims limit, and I want filing guidance.",contractor_vs_small_claims,BtoA,expanded_workbook_grounded,59;165;368;391,,true,,false,synthetic_candidate_needs_human_validation
x0358,f12_BtoA_13,I am responsible for a rental property and there is a serious lease dispute. Can a lawyer help me?,Real Property,Landlord Residential,Real Property,Tenant (Residential),I pay rent to the owner and live in the unit as the tenant.,I pay rent to the owner and live in the unit as the tenant.,whether the caller rents the home or owns and rents it to someone else,Real Property,Landlord Residential,I own the property and rent the unit to the other person.,I own the property and rent the unit to the other person.,tenant_vs_landlord,BtoA,expanded_workbook_grounded,14;365;371;419,,true,,false,synthetic_candidate_needs_human_validation
legacy_184,legacy_p03_AtoB_04,My renters have guests staying long-term and it’s causing problems with the neighbors.,Real Property,Tenant (Residential),Real Property,Landlord Residential,I rent out the unit to them; I’m not another tenant.,I’m actually the landlord—they rent from me.,are they the landlord or another tenant,Real Property,Tenant (Residential),The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,AtoB,legacy_200_snapshot,,p03_AtoB_04,false,,false,legacy_candidate_needs_revalidation
legacy_114,legacy_p04_BtoA_04,I need to know what paperwork is required to get my license reinstated after the DMV took it away.,Administrative Law,DMV (Non-Criminal),Criminal Law,DUII/DWS,The revocation was for being caught drunk driving.,They took it away because I got caught driving drunk.,reason for license revocation,Administrative Law,DMV (Non-Criminal),The clarifying answer confirms the original Administrative Law issue and does not add the fact that would support Criminal Law.,"No. My issue is the original Administrative Law matter, not the alternative described.",dui_vs_dmv,BtoA,legacy_200_snapshot,,p04_BtoA_04,false,,false,legacy_candidate_needs_revalidation
x0039,f02_AtoB_09,My child's other parent and I are fighting about where our child should stay. I do not know what to do next.,Family Law,Child Custody/Visitation,Family Law,Restraining Orders,There is already violence at exchanges and I need immediate protection.,There is already violence at exchanges and I need immediate protection.,whether the dispute concerns parenting time or violence and protection,Family Law,Child Custody/Visitation,The issue is which parent the child should live with and when visits occur.,The issue is which parent the child should live with and when visits occur.,custody_vs_restraining,AtoB,expanded_workbook_grounded,8;38;51,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
x0061,f03_AtoB_01,"I want to separate, but I do not know how I can manage on my own.",Family Law,General (Divorce/Separation),Family Law,Restraining Orders,I have no access to money or identification because my spouse keeps them from me.,I have no access to money or identification because my spouse keeps them from me.,"whether the partner uses money, threats, or documents to control the caller",Family Law,General (Divorce/Separation),The only legal issue is ending the marriage and dividing our assets.,The only legal issue is ending the marriage and dividing our assets.,separation_vs_financial_abuse,AtoB,expanded_workbook_grounded,51,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
